"m49_code","country","region","cpc_code","commodity","year","loss_percentage","loss_percentage_original","loss_quantity","activity","food_supply_stage","treatment","cause_of_loss","sample_size","method_data_collection","reference","url","notes"
"24","Angola",,"0111","Wheat",2020,3.5,"3.5",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0111","Wheat",2020,1.3,"1.3",,"Storage","Storage",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0111","Wheat",2020,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0111","Wheat",2020,5.75,"5.75",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0111","Wheat",2020,1,"1",,"Transportation","Transport",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0112","Maize (corn)",2020,4.59222,"4.59222",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0112","Maize (corn)",2020,2.30969,"2.30969",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0112","Maize (corn)",2020,3.90008,"3.90008",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0112","Maize (corn)",2020,5.9037,"5.9037",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0112","Maize (corn)",2020,1.50662,"1.50662",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0112","Maize (corn)",2020,2.65,"2.65",,"Storage","Storage",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0112","Maize (corn)",2020,1,"1",,"Transportation","Transport",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0113","Rice",2020,3.04432,"3.04432",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0113","Rice",2020,1.3,"1.3",,"Storage","Storage",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0113","Rice",2020,4.40333,"4.40333",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0113","Rice",2020,1,"1",,"Transportation","Transport",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0113","Rice",2020,1.25,"1.25",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0113","Rice",2020,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0113","Rice",2020,0.734483,"0.734483",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0114","Sorghum",2020,3.6,"3.6",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0114","Sorghum",2020,3.78828,"3.78828",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0114","Sorghum",2020,1.3,"1.3",,"Storage","Storage",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0114","Sorghum",2020,2.16667,"2.16667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0114","Sorghum",2020,4.213,"4.213",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0114","Sorghum",2020,1,"1",,"Transportation","Transport",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0118","Millet",2020,3.2276,"3.2276",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0118","Millet",2020,1.3,"1.3",,"Storage","Storage",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0118","Millet",2020,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0118","Millet",2020,0.840041,"0.840041",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0118","Millet",2020,1,"1",,"Transportation","Transport",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0118","Millet",2020,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"24","Angola",,"0118","Millet",2020,2.06041,"2.06041",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0112","Maize (corn)",2021,6.42,"6.42",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0112","Maize (corn)",2021,1.32,"1.32",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0112","Maize (corn)",2021,4,"4",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0112","Maize (corn)",2021,5.26375,"5.26375",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0112","Maize (corn)",2021,2.35714,"2.35714",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0113","Rice",2021,3.13714,"3.13714",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0113","Rice",2021,4.40333,"4.40333",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0113","Rice",2021,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0113","Rice",2021,1.25,"1.25",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0113","Rice",2021,1.2,"1.2",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0114","Sorghum",2021,2.16667,"2.16667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0114","Sorghum",2021,2.69444,"2.69444",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0114","Sorghum",2021,4.55,"4.55",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0114","Sorghum",2021,3.6,"3.6",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0118","Millet",2021,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0118","Millet",2021,1.175,"1.175",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0118","Millet",2021,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0118","Millet",2021,3.5,"3.5",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0118","Millet",2021,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"01193","Fonio",2021,3.5,"3.5",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"01193","Fonio",2021,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"01193","Fonio",2021,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"01193","Fonio",2021,3.5,"3.5",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"01193","Fonio",2021,0.3,"0.3",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2021?metric=prc&download=csv",
"270","Gambia",,"0112","Maize (corn)",2020,1.32,"1.32",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0112","Maize (corn)",2020,4,"4",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0112","Maize (corn)",2020,5.26375,"5.26375",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0112","Maize (corn)",2020,2.35714,"2.35714",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0112","Maize (corn)",2020,6.42,"6.42",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0113","Rice",2020,4.40333,"4.40333",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0113","Rice",2020,1.2,"1.2",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0113","Rice",2020,3.13714,"3.13714",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0113","Rice",2020,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0113","Rice",2020,1.25,"1.25",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0114","Sorghum",2020,2.16667,"2.16667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0114","Sorghum",2020,4.55,"4.55",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0114","Sorghum",2020,2.69444,"2.69444",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0114","Sorghum",2020,3.6,"3.6",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0118","Millet",2020,3.5,"3.5",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0118","Millet",2020,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0118","Millet",2020,1.175,"1.175",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0118","Millet",2020,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"0118","Millet",2020,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"01193","Fonio",2020,3.5,"3.5",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"01193","Fonio",2020,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"01193","Fonio",2020,0.3,"0.3",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"01193","Fonio",2020,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"270","Gambia",,"01193","Fonio",2020,3.5,"3.5",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GM/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0112","Maize (corn)",2021,5.22604,"5.22604",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0112","Maize (corn)",2021,4,"4",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0112","Maize (corn)",2021,6.42,"6.42",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0112","Maize (corn)",2021,1.32,"1.32",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0112","Maize (corn)",2021,2.36018,"2.36018",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0113","Rice",2021,1.25,"1.25",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0113","Rice",2021,4.40333,"4.40333",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0113","Rice",2021,1.15228,"1.15228",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0113","Rice",2021,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0113","Rice",2021,3.13714,"3.13714",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0114","Sorghum",2021,4.55,"4.55",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0114","Sorghum",2021,2.16667,"2.16667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0114","Sorghum",2021,3.6,"3.6",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0114","Sorghum",2021,2.69444,"2.69444",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0118","Millet",2021,1.175,"1.175",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0118","Millet",2021,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0118","Millet",2021,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0118","Millet",2021,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0118","Millet",2021,3.5,"3.5",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2021?metric=prc&download=csv",
"288","Ghana",,"0112","Maize (corn)",2020,4,"4",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0112","Maize (corn)",2020,5.22604,"5.22604",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0112","Maize (corn)",2020,2.36018,"2.36018",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0112","Maize (corn)",2020,1.32,"1.32",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0112","Maize (corn)",2020,6.42,"6.42",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0113","Rice",2020,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0113","Rice",2020,1.15228,"1.15228",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0113","Rice",2020,4.40333,"4.40333",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0113","Rice",2020,3.13714,"3.13714",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0113","Rice",2020,1.25,"1.25",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0114","Sorghum",2020,2.16667,"2.16667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0114","Sorghum",2020,4.55,"4.55",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0114","Sorghum",2020,2.69444,"2.69444",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0114","Sorghum",2020,3.6,"3.6",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0118","Millet",2020,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0118","Millet",2020,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0118","Millet",2020,3.5,"3.5",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0118","Millet",2020,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"288","Ghana",,"0118","Millet",2020,1.175,"1.175",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GH/all-crops/2020?metric=prc&download=csv",
"31","Azerbaijan",,"0111","Wheat",2020,4.55,"4.55%","184230",,"Whole supply chain",,"","","National Accounts","User215 (2021), Bəzi hallarda yekunla toplananların cəmi arasındakı fərq rəqəmlərin yuvarlaqlaşdırılması ilə izah olunur .bu nəşrdə əvvəlki dövrlərə dair məlumatlarla əvvəlki nəşrlərdə həmin dövrlərə aid məlumatlar a",,"Loss percentages obtained by dividing indicated losses by total resources and multiplying by 100% Reference has been generated automatically"
"31","Azerbaijan",,"0112","Maize (corn)",2020,0.13,"0.13%","608",,"Whole supply chain",,"","","National Accounts","User215 (2021), Bəzi hallarda yekunla toplananların cəmi arasındakı fərq rəqəmlərin yuvarlaqlaşdırılması ilə izah olunur .bu nəşrdə əvvəlki dövrlərə dair məlumatlarla əvvəlki nəşrlərdə həmin dövrlərə aid məlumatlar a",,"Loss percentages obtained by dividing indicated losses by total resources and multiplying by 100% Reference has been generated automatically"
"31","Azerbaijan",,"0117","Oats",2020,6.57,"6.57%","1018",,"Whole supply chain",,"","","National Accounts","User215 (2021), Bəzi hallarda yekunla toplananların cəmi arasındakı fərq rəqəmlərin yuvarlaqlaşdırılması ilə izah olunur .bu nəşrdə əvvəlki dövrlərə dair məlumatlarla əvvəlki nəşrlərdə həmin dövrlərə aid məlumatlar a",,"Loss percentages obtained by dividing indicated losses by total resources and multiplying by 100% Reference has been generated automatically"
"31","Azerbaijan",,"01234","Tomatoes",2020,5.7,"5.7%","50526",,"Whole supply chain",,"","","National Accounts","User215 (2021), Bəzi hallarda yekunla toplananların cəmi arasındakı fərq rəqəmlərin yuvarlaqlaşdırılması ilə izah olunur .bu nəşrdə əvvəlki dövrlərə dair məlumatlarla əvvəlki nəşrlərdə həmin dövrlərə aid məlumatlar a",,"Loss percentages obtained by dividing indicated losses by total resources and multiplying by 100% Reference has been generated automatically"
"31","Azerbaijan",,"01253.01","Onions and shallots, green",2020,8.68,"8.68%","28842",,"Whole supply chain",,"","","National Accounts","User215 (2021), Bəzi hallarda yekunla toplananların cəmi arasındakı fərq rəqəmlərin yuvarlaqlaşdırılması ilə izah olunur .bu nəşrdə əvvəlki dövrlərə dair məlumatlarla əvvəlki nəşrlərdə həmin dövrlərə aid məlumatlar a",,"Loss percentages obtained by dividing indicated losses by total resources and multiplying by 100% Reference has been generated automatically"
"31","Azerbaijan",,"01330","Grapes",2020,2.08,"2.08%","4511",,"Whole supply chain",,"","","National Accounts","User215 (2021), Bəzi hallarda yekunla toplananların cəmi arasındakı fərq rəqəmlərin yuvarlaqlaşdırılması ilə izah olunur .bu nəşrdə əvvəlki dövrlərə dair məlumatlarla əvvəlki nəşrlərdə həmin dövrlərə aid məlumatlar a",,"Loss percentages obtained by dividing indicated losses by total resources and multiplying by 100% Reference has been generated automatically"
"31","Azerbaijan",,"01374","Hazelnuts, in shell",2020,1.4,"1.4%","1021",,"Whole supply chain",,"","","National Accounts","User215 (2021), Bəzi hallarda yekunla toplananların cəmi arasındakı fərq rəqəmlərin yuvarlaqlaşdırılması ilə izah olunur .bu nəşrdə əvvəlki dövrlərə dair məlumatlarla əvvəlki nəşrlərdə həmin dövrlərə aid məlumatlar a",,"Loss percentages obtained by dividing indicated losses by total resources and multiplying by 100% Reference has been generated automatically"
